1000,128,3.2,0.0174335,1
1000,128,3.18,0.00888432,2
1000,128,3.111,0.00474004,4
1000,128,3.117,0.00283113,8
1000,128,3.13725,0.00345019,16
1000,128,3.14525,0.0215743,32
1000,128,3.148,0.0204554,64
10000,128,3.1292,0.16494,1
10000,128,3.1276,0.0911758,2
10000,128,3.1454,0.0468319,4
10000,128,3.13505,0.0240718,8
10000,128,3.14427,0.0273343,16
10000,128,3.13689,0.0276,32
10000,128,3.14076,0.0147091,64
100000,128,3.149,1.70353,1
100000,128,3.1415,0.873895,2
100000,128,3.14226,0.449857,4
100000,128,3.14174,0.238454,8
100000,128,3.14004,0.247503,16
100000,128,3.1405,0.172137,32
100000,128,3.14153,0.0954799,64
1000000,128,3.13984,17.2999,1
1000000,128,3.14013,9.06198,2
1000000,128,3.142,4.47676,4
1000000,128,3.14196,2.23968,8
1000000,128,3.14089,1.69034,16
1000000,128,3.14146,1.39273,32
1000000,128,3.14106,0.604497,64
10000000,128,3.14223,168.993,1
10000000,128,3.14169,87.9236,2
10000000,128,3.14128,42.8344,4
10000000,128,3.14173,22.0346,8
10000000,128,3.14157,13.4286,16
10000000,128,3.14152,11.1783,32
10000000,128,3.14168,4.87224,64
100000000,128,3.14163,140.35,16
100000000,128,3.14156,73.3455,32
100000000,128,3.14159,43.814,64
1000000000,128,3.1416,1324.16,16
1000000000,128,3.1416,749.408,32
1000000000,128,3.14159,480.853,64
