1000,128,3.108,0.0157534,1
1000,128,3.124,0.00806076,2
1000,128,3.153,0.00421289,4
1000,128,3.155,0.00230842,8
1000,128,3.14725,0.00129973,16
1000,128,3.14262,0.0111331,32
1000,128,3.1305,0.0213272,64
10000,128,3.1352,0.164766,1
10000,128,3.1378,0.0832411,2
10000,128,3.1467,0.0423604,4
10000,128,3.1431,0.0219452,8
10000,128,3.14435,0.0119113,16
10000,128,3.13736,0.0285262,32
10000,128,3.14174,0.0150275,64
100000,128,3.13516,1.63477,1
100000,128,3.14146,0.821339,2
100000,128,3.14381,0.418287,4
100000,128,3.14375,0.215324,8
100000,128,3.13961,0.126088,16
100000,128,3.14118,0.10086,32
100000,128,3.14169,0.0700008,64
1000000,128,3.14214,16.3409,1
1000000,128,3.14019,8.21188,2
1000000,128,3.14154,4.17827,4
1000000,128,3.14098,2.15343,8
1000000,128,3.14154,1.57694,16
1000000,128,3.14207,0.653685,32
1000000,128,3.14169,0.572809,64
10000000,128,3.14102,163.561,1
10000000,128,3.14185,82.4596,2
10000000,128,3.14149,41.8813,4
10000000,128,3.1413,21.6513,8
10000000,128,3.14149,11.4239,16
10000000,128,3.14168,6.50639,32
10000000,128,3.14165,5.71168,64
100000000,128,3.14161,114.365,16
100000000,128,3.14158,64.6398,32
100000000,128,3.14157,56.0941,64
1000000000,128,3.14158,1138.36,16
1000000000,128,3.14159,656.821,32
1000000000,128,3.14159,471.008,64
