1000,128,3.152,0.0159692,1
1000,128,3.1,0.00813505,2
1000,128,3.165,0.00426534,4
1000,128,3.135,0.00239833,8
1000,128,3.11075,0.00137686,16
1000,128,3.13238,0.0209872,32
1000,128,3.1515,0.0214832,64
10000,128,3.132,0.167177,1
10000,128,3.1512,0.0847907,2
10000,128,3.1379,0.0428368,4
10000,128,3.12945,0.0279826,8
10000,128,3.13975,0.0226266,16
10000,128,3.14059,0.026905,32
10000,128,3.14164,0.0248406,64
100000,128,3.1424,1.66411,1
100000,128,3.14576,0.841434,2
100000,128,3.13923,0.424657,4
100000,128,3.14285,0.225276,8
100000,128,3.14138,0.137936,16
100000,128,3.14119,0.104648,32
100000,128,3.14287,0.0790898,64
1000000,128,3.14073,16.6505,1
1000000,128,3.14251,8.39808,2
1000000,128,3.14071,4.24502,4
1000000,128,3.14111,2.18021,8
1000000,128,3.14189,1.16411,16
1000000,128,3.14181,0.66129,32
1000000,128,3.14153,0.60514,64
10000000,128,3.14146,165.581,1
10000000,128,3.1424,83.7689,2
10000000,128,3.14149,42.4957,4
10000000,128,3.14175,21.9856,8
10000000,128,3.1414,11.6732,16
10000000,128,3.14156,6.63962,32
10000000,128,3.14162,5.71025,64
100000000,128,3.14155,120.038,16
100000000,128,3.14157,65.1937,32
100000000,128,3.14156,44.2552,64
1000000000,128,3.14159,1167.09,16
1000000000,128,3.14159,669.475,32
1000000000,128,3.1416,490.749,64
