1000,128,3.112,0.016002,1
1000,128,3.146,0.00816969,2
1000,128,3.164,0.00429972,4
1000,128,3.0985,0.0023858,8
1000,128,3.1375,0.00135817,16
1000,128,3.138,0.000842777,32
10000,128,3.1512,0.169084,1
10000,128,3.1326,0.0851107,2
10000,128,3.1379,0.043681,4
10000,128,3.14555,0.0226186,8
10000,128,3.142,0.0122175,16
10000,128,3.14181,0.00684961,32
10000,128,3.14012,0.00425639,64
100000,128,3.14332,1.74293,1
100000,128,3.14024,0.880539,2
100000,128,3.13609,0.449757,4
100000,128,3.1402,0.23177,8
100000,128,3.142,0.123144,16
100000,128,3.14018,0.0685883,32
100000,128,3.14084,0.0415593,64
1000000,128,3.14093,17.4472,1
1000000,128,3.13978,8.81004,2
1000000,128,3.14021,4.46741,4
1000000,128,3.14199,2.30231,8
1000000,128,3.1416,1.22332,16
1000000,128,3.14155,0.684331,32
1000000,128,3.14152,0.411725,64
10000000,128,3.1419,174.939,1
10000000,128,3.142,87.927,2
10000000,128,3.14131,44.7553,4
10000000,128,3.14177,23.0711,8
10000000,128,3.14162,12.2289,16
10000000,128,3.14156,6.82336,32
10000000,128,3.14168,4.08871,64
100000000,128,3.14165,120.366,16
100000000,128,3.1416,67.7227,32
100000000,128,3.14161,42.0238,64
1000000000,128,3.1416,1208.55,16
1000000000,128,3.14159,674.784,32
1000000000,128,3.14159,410.302,64
